Source IP,Generated,Received,Source Name,Facility,Severity,Tag,Origin,Message
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_at.log]response.c 93 [info]    At res split acATBuf =<\0x0D><\0x0A>+COPS: 0,0,""ZTE"", 6<\0x0D><\0x0A><\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_LCD.log]libzte_lcd.c 215 zte_lcd_wan_info:9;7;1723902;"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1065 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_WAN"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1066 wan.type = 9,wan.length=7,wan.value=1723902"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 508 wan.type = 9,wan.length = 7,wan.value = 1723902"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=wanUsed,value=1723902"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_wan.log]zte_wan_data_statistics.c 737 zte_wan_dst_process: send data used msg to lcd!!!"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_wan.log]zte_wan_data_statistics.c 667 wp: i = 0, j = 252"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:16,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 295 recv ..."
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_libsocket.log]libzte_socket.c 106 can not accept client, errno: 4, pid=440"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_nwinfo.log]zte_wan_nwinfor.c 3136 ZTE_wan_query_cops_info_interface:zte_cops_rsp.mode0"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 295 recv ..."
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 320 RECV CMD=1799 SEQ=783 SOURCE=4 DEST=4 paralen=512"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_nwinfo.log]zte_wan_nwinfor.c 3910 zte_nwinfo_parsemsgq rev msg 0x707"
192.168.0.1,01/01/14 00:13:05,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_at.log]server.c 167 [info]    the at cmd is AT+CREG=2"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_at.log]response.c 93 [info]    At res split acATBuf =<\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,goahead[417],,"[goahead.log]../zte_web/zte_web_sms.c 1078 total_pages,leave_nums:[50][0]"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,goahead[417],,"[goahead.log]../zte_web/zte_web_sms.c 1107 sms_query_req:[0,10,1,10,order by id desc]."
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,goahead[417],,"[goahead.log]../zte_web/zte_web_sms.c 1131 total query count [0]."
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_at.log]server.c 167 [info]    the at cmd is AT+CREG?"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_at.log]response.c 93 [info]    At res split acATBuf =<\0x0D><\0x0A>+CREG: 2,1,""0001"",""000B000B"",6<\0x0D><\0x0A><\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_nwinfo.log]zte_wan_nwinfor.c 3235 ZTE_wan_query_creg_info_interface:zte_creg_rsp.lac_code1,zte_csq_rsp.ber720907"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 295 recv ..."
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 320 RECV CMD=1802 SEQ=784 SOURCE=4 DEST=4 paralen=512"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_nwinfo.log]zte_wan_nwinfor.c 3910 zte_nwinfo_parsemsgq rev msg 0x70A"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 295 recv ..."
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_mdm.log]zte_topsw_mdm.c 166 MODEM: msg_id=10"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:17,,user-level,Info,syslog,,"[zte_mdm.log]zte_topsw_mdm.c 179 MODEM: num=32"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:06,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:18,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:07,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 320 RECV CMD=865 SEQ=254 SOURCE=2 DEST=2 paralen=512"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_LCD.log]libzte_lcd.c 215 zte_lcd_wan_info:9;7;1727732;"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1065 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_WAN"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1066 wan.type = 9,wan.length=7,wan.value=1727732"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 508 wan.type = 9,wan.length = 7,wan.value = 1727732"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=wanUsed,value=1727732"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_wan.log]zte_wan_data_statistics.c 737 zte_wan_dst_process: send data used msg to lcd!!!"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_wan.log]zte_wan_data_statistics.c 667 wp: i = 0, j = 253"
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:19,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 295 recv ..."
192.168.0.1,01/01/14 00:13:08,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_libsocket.log]libzte_socket.c 106 can not accept client, errno: 4, pid=440"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:20,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:13:09,08/06/14 09:10:21,,user-level,Info,syslog,,"[zte_wan.log]libzte_wan_wrapp.c 320 RECV CMD=1795 SEQ=785 SOURCE=4 DEST=4 paralen=512"
